0;-2;Wed Apr 08 17:26:38 GMT+02:00 2020;;
0;50;STANDING;1
21221425;0;1.4317327;5.0996494;7.9870567
21221425;3;-0.25673655;-0.16725162;-0.3504827
26245425;0;1.3551182;5.2480903;7.9822683
26245425;3;-0.24608359;-0.1725781;-0.37178862
26245425;1;0.14096293;4.5850363;8.667274
26245425;2;1.2114661;0.6607997;-0.6847417
26245425;4;-2.5;-42.125;-24.625
26245425;6;-3.0661385;-0.5751048;-0.16816276
26245425;7;-0.9762262;-0.06325613;0.20731898;0.0;0.16509719;-0.83674777;0.5221075;0.0;0.14044718
26245425;11;273.54688;-32.9375;8.03125
31253425;0;1.1971009;5.3438582;7.9966335
31253425;3;-0.2418224;-0.16299044;-0.419727
31253425;12;0.07892086;0.28449354;0.9541612;0.048524432
36357425;0;1.0726024;5.3821654;8.087613
36357425;3;-0.23436533;-0.13209683;-0.45807767
36357425;12;0.068086796;0.28519547;0.9553209;0.036988433
36357425;1;1.0690438;5.393104;8.120183
36357425;2;0.0;-0.009576807;-0.02873042
41381425;0;0.94810385;5.377377;8.078036
41381425;3;-0.22264706;-0.08628905;-0.47512242
41381425;12;0.058320872;0.28644672;0.95593125;0.026642658
41381425;18;0.23966186;-0.16739403;-0.40433973
46421425;0;0.8571242;5.3438582;8.169016
46421425;3;-0.2119941;-0.03728539;-0.47725302
46421425;12;0.05035554;0.2834559;0.9574572;0.017853327
46421425;18;0.23938718;-0.16696677;-0.40549943
46421425;1;0.8463761;5.3410287;8.180638
46421425;2;0.009576807;0.0;-0.009576807
46421425;4;-4.125;-41.25;-24.125
46421425;6;3.0671673;-0.5767902;-0.104541294
46421425;7;-0.99601877;0.0623271;0.06373406;0.0;-0.017201945;-0.835897;0.5486168;0.0;0.0874688
46421425;11;225.57812;-33.0625;4.953125
51493425;0;0.7182605;5.281609;8.197746
51493425;3;-0.19814523;0.012783563;-0.47086126
51493425;12;-0.028473768;-0.28235725;-0.9583728;0.031006806
51493425;18;0.23914304;-0.16644795;-0.4065981
56533425;0;0.5650316;5.2385135;8.307879
56533425;3;-0.18110047;0.053264845;-0.45807767
56533425;12;-0.016571552;-0.27790156;-0.9594714;0.043488875
56533425;18;0.23902097;-0.1658681;-0.40763572
56533425;1;0.5488875;5.2156286;8.286285
56533425;2;0.01436521;0.019153614;0.019153614
61589425;0;0.49320555;5.1571107;8.283937
61589425;3;-0.16192514;0.08202787;-0.43783703
61589425;12;-0.011535997;-0.2751549;-0.9600818;0.048646502
61589425;18;0.2389294;-0.16528824;-0.4085818
66629425;0;0.41180268;5.1906295;8.365341
66629425;3;-0.14168449;0.1043991;-0.4133352
66629425;12;-0.005157628;-0.2743614;-0.95999026;0.05529954
66629425;18;0.23889889;-0.16467787;-0.40946683
66629425;1;0.39475605;5.1608596;8.329383
66629425;2;0.01436521;0.02873042;0.033518825
66629425;4;-5.625;-40.375;-23.625
66629425;6;2.9394248;-0.5548092;-0.049187534
66629425;7;-0.9836494;0.17067479;-0.05748002;0.0;-0.17517766;-0.8326894;0.52530086;0.0;0.041792594
66629425;11;197.46875;-31.78125;2.375
71669425;0;0.34476504;5.1571107;8.379706
71669425;3;-0.119313255;0.113986775;-0.3845722
71669425;12;0.00921659;-0.2723777;-0.9575182;0.09399701
71669425;18;0.23889889;-0.16409802;-0.41029084
76403341;-1;0;0
76482195;99;0
76741425;0;0.2873042;5.2145715;8.446744
76741425;3;-0.09694202;0.10972559;-0.3526133
76741425;12;0.013733329;-0.2727439;-0.95687735;0.098727375
76741425;18;0.23895992;-0.1635487;-0.4110233
76741425;1;0.26995447;5.145596;8.34345
76741425;2;0.01436521;0.06703765;0.10055647
81797425;0;0.2873042;5.185841;8.39886
81797425;3;-0.07457078;0.09055024;-0.31958908
81797425;12;0.013580737;-0.27283546;-0.95687735;0.09869686
81797425;18;0.23902097;-0.16309091;-0.4116642
86805425;0;0.24899697;5.185841;8.446744
86805425;3;-0.05539544;0.063917816;-0.28763017
86805425;12;0.016113773;-0.27146214;-0.9569384;0.101260416
86805425;18;0.23908201;-0.16272469;-0.41227454
86805425;1;0.23613535;5.1270404;8.356019
86805425;2;0.009576807;0.05746084;0.08619126
86805425;4;-7.0;-39.5;-23.125
86805425;6;2.8554807;-0.550417;-0.02946992
86805425;7;-0.96328145;0.2405418;-0.119283535;0.0;-0.26731673;-0.81765896;0.5098782;0.0;0.025113773
86805425;11;180.84375;-31.5;1.421875
91877425;0;0.29688102;5.2480903;8.446744
91877425;3;-0.040481284;0.035154797;-0.25780186
91877425;12;0.022217475;-0.2737205;-0.9526353;0.13037507
91877425;18;0.23914304;-0.16248055;-0.4128239
96901425;0;0.29688102;5.1810527;8.48984
96901425;3;-0.03089361;-0.0010652969;-0.23116943
96901425;12;0.021118809;-0.26999724;-0.95394754;0.12881863
96901425;18;0.23917356;-0.16229743;-0.41334268
96901425;1;0.2867144;5.1051927;8.3679905
96901425;2;0.009576807;0.07182605;0.11971009
101941425;0;0.38307226;5.12838;8.394072
101941425;3;-0.02450183;-0.035154797;-0.2087982
101941425;12;0.0145878475;-0.2709128;-0.954619;0.122562334
101941425;18;0.23914304;-0.16223639;-0.41380048
107013425;0;0.4309563;5.032612;8.322245
107013425;3;-0.025567126;-0.06285252;-0.19068815
107013425;12;0.010162664;-0.26911223;-0.95577866;0.117984556
107013425;18;0.23911253;-0.16223639;-0.41425824
107013425;1;0.43186733;5.06868;8.383853
107013425;2;0.0;-0.033518825;-0.05746084
107013425;4;-8.125;-38.625;-22.5
107013425;6;2.8252034;-0.54328877;-0.051737446
107013425;7;-0.9574113;0.2663375;-0.11148085;0.0;-0.2853138;-0.813525;0.5067279;0.0;0.04426818
107013425;11;171.75;-31.109375;2.484375
112085425;0;0.46447513;4.9655743;8.274361
112085425;3;-0.028763017;-0.08415846;-0.18110047
112085425;12;0.014404736;-0.2674337;-0.95306253;0.14108707
112085425;18;0.23902097;-0.16229743;-0.41471604
117077425;0;0.49320555;4.8937483;8.288726
117077425;3;-0.040481284;-0.09055024;-0.1747087
117077425;12;0.0112918485;-0.2642598;-0.9544969;0.13757744
117077425;18;0.23889889;-0.16235846;-0.41514328
117077425;1;0.501002;4.977997;8.434133
117077425;2;-0.0047884034;-0.08140286;-0.1436521
122149425;0;0.45010993;4.8937483;8.303091
122149425;3;-0.05646074;-0.09055024;-0.16831692
122149425;12;0.014343699;-0.26352733;-0.9542528;0.1404767
122149425;18;0.23877682;-0.162389;-0.41560107
127189425;0;0.46926352;4.8602295;8.240842
127189425;3;-0.070309594;-0.08096257;-0.16405573
127189425;12;0.012787255;-0.263802;-0.95440537;0.1389813
127189425;18;0.23859371;-0.162389;-0.41602832
127189425;1;0.4797528;4.973208;8.438322
127189425;2;-0.009576807;-0.110133275;-0.19632454
127189425;4;-7.75;-38.875;-22.5
127189425;6;2.8545446;-0.53215796;-0.05688221
127189425;7;-0.9656996;0.24397042;-0.08889683;0.0;-0.25499845;-0.82645607;0.50194234;0.0;0.048989773
127189425;11;168.15625;-30.421875;2.765625
132213425;0;0.45010993;4.865018;8.331821
132213425;3;-0.08415846;-0.059656627;-0.16085984
132213425;12;0.011505478;-0.26163518;-0.9561449;0.13089389
132213425;18;0.23841059;-0.16232795;-0.41642505
